Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
172,-0.198473,2.473282,7.770992,-0.589722,-0.044312,0.807129,0,0,0
175,0.320611,2.610687,8.183206,-0.59375,-0.047974,0.803345,0,0,0
178,1.160305,2.656489,8.564885,-0.596191,-0.050293,0.807007,0,0,0
181,1.694656,2.687023,9.145038,-0.590454,-0.046997,0.80481,0,0,0
184,2.396947,2.732824,9.572519,-0.590698,-0.049194,0.800903,0,0,0
187,2.870229,2.778626,9.847328,-0.592529,-0.039062,0.800049,0,0,0
190,2.854962,2.854962,10.244275,-0.593262,-0.033325,0.804077,0,0,0
193,3.19084,2.80916,10.442748,-0.592285,-0.036621,0.805176,0,0,0
196,3.145038,2.824427,10.610687,-0.59314,-0.038208,0.801514,0,0,0
199,3.496183,2.900763,10.80916,-0.594727,-0.033691,0.800903,0,0,0
202,3.648855,2.748092,10.854962,-0.598755,-0.032837,0.80249,0,0,0
205,3.679389,2.671756,11.053435,-0.595337,-0.028809,0.799072,0,0,0
208,3.923664,2.610687,11.007634,-0.591431,-0.029053,0.801758,0,0,0
211,3.908397,2.580153,11.129771,-0.595825,-0.026611,0.802002,0,0,0
214,3.740458,2.549618,11.282443,-0.594971,-0.026001,0.800415,0,0,0
217,3.755725,2.503817,11.267176,-0.596191,-0.027954,0.802124,0,0,0
220,3.770992,2.412214,11.083969,-0.593262,-0.02356,0.802734,0,0,0
223,3.40458,2.335878,11.19084,-0.595703,-0.025269,0.804688,0,0,0
226,3.541985,2.274809,11.19084,-0.594482,-0.0271,0.804199,0,0,0
229,3.389313,2.320611,11.19084,-0.595459,-0.029785,0.803833,0,0,0
232,3.587786,2.351145,11.236641,-0.590942,-0.026489,0.805176,0,0,0
235,3.557252,2.274809,11.328244,-0.591797,-0.025635,0.802734,0,0,0
238,3.175573,2.366412,11.129771,-0.595581,-0.02124,0.797729,0,0,0
241,3.007634,2.229008,11.221374,-0.595337,-0.020874,0.800537,0,0,0
244,2.80916,2.320611,11.083969,-0.593872,-0.023804,0.799316,0,0,0
247,2.732824,2.122137,10.931298,-0.593384,-0.021484,0.803467,0,0,0
250,3.022901,2.015267,10.900763,-0.593384,-0.025024,0.799438,0,0,0
253,2.748092,1.954198,10.885496,-0.593018,-0.024414,0.80127,0,0,0
0,2.793893,1.862595,11.114504,-0.591431,-0.023438,0.800781,0,0,0
3,2.977099,1.862595,11.038168,-0.59314,-0.020142,0.801636,0,0,0
6,2.80916,1.862595,11.038168,-0.592407,-0.022095,0.805908,0,0,0
9,2.778626,1.938931,11.160305,-0.592651,-0.022461,0.805176,0,0,0
12,2.732824,1.984733,11.129771,-0.593994,-0.027222,0.804565,0,0,0
15,2.900763,2.10687,11.267176,-0.593384,-0.028931,0.801025,0,0,0
18,3.083969,2.10687,11.51145,-0.592041,-0.029297,0.805298,0,0,0
21,3.236641,2.244275,11.679389,-0.594727,-0.025024,0.804199,0,0,0
24,3.312977,2.427481,11.862595,-0.592529,-0.017456,0.800049,0,0,0
27,2.885496,2.366412,11.801527,-0.591309,-0.016846,0.801392,0,0,0
30,2.580153,2.458015,11.770992,-0.594482,-0.019043,0.804077,0,0,0
33,2.381679,2.473282,11.78626,-0.591797,-0.019165,0.805786,0,0,0
36,2.458015,2.748092,11.847328,-0.59082,-0.022583,0.806519,0,0,0
39,2.458015,3.007634,12.122137,-0.588013,-0.025024,0.807495,0,0,0
42,2.732824,3.145038,12.305344,-0.593262,-0.031372,0.80603,0,0,0
45,2.992366,3.419847,12.717557,-0.593994,-0.032227,0.805176,0,0,0
48,3.541985,3.618321,12.992366,-0.593384,-0.03125,0.802734,0,0,0
51,3.862595,3.770992,13.328244,-0.59436,-0.029297,0.802124,0,0,0
54,4.229008,3.969466,13.496183,-0.59314,-0.022949,0.807495,0,0,0
57,4.244275,4.198473,13.603053,-0.593628,-0.019165,0.798462,0,0,0
60,4.091603,4.198473,13.770992,-0.59375,-0.021484,0.804565,0,0,0
63,4.137405,4.183206,13.908397,-0.595703,-0.022827,0.801758,0,0,0
66,4.381679,4.259542,13.923664,-0.595337,-0.022949,0.800171,0,0,0
69,4.534351,4.045802,14.045802,-0.591187,-0.022095,0.800903,0,0,0
72,4.656489,4.061069,14.122137,-0.5979,-0.018921,0.803589,0,0,0
75,4.763359,4.015267,14.21374,-0.596436,-0.017822,0.79895,0,0,0
78,4.824427,3.847328,14.198473,-0.594482,-0.016357,0.800171,0,0,0
81,4.671756,3.801527,14.320611,-0.597168,-0.017334,0.802856,0,0,0
84,4.671756,3.603053,14.290076,-0.595215,-0.018066,0.803467,0,0,0
87,4.793893,3.587786,14.091603,-0.596069,-0.011841,0.79895,0,0,0
90,4.778626,3.480916,14.229008,-0.597412,-0.012573,0.798828,0,0,0
93,4.748092,3.221374,14.198473,-0.598511,-0.01416,0.797119,0,0,0
96,4.564885,3.068702,14.122137,-0.596802,-0.012207,0.800293,0,0,0
99,4.549618,3.007634,14.122137,-0.598145,-0.012573,0.797974,0,0,0
102,4.458015,2.870229,14.167939,-0.598633,-0.012451,0.796997,0,0,0
105,4.412214,2.580153,14.045802,-0.596436,-0.014038,0.80188,0,0,0
108,4.519084,2.763359,14.183206,-0.597046,-0.009766,0.800659,0,0,0
111,4.21374,2.763359,14.167939,-0.595093,-0.009399,0.799683,0,0,0
114,4.183206,2.610687,14.244275,-0.592163,-0.00708,0.801758,0,0,0
117,3.969466,2.641221,14.137405,-0.59668,-0.01001,0.800781,0,0,0
120,3.633588,2.59542,14.305344,-0.598633,-0.012695,0.800537,0,0,0
123,3.740458,2.534351,14.290076,-0.597168,-0.017334,0.80249,0,0,0
126,3.862595,2.412214,14.519084,-0.596436,-0.017334,0.799927,0,0,0
129,3.908397,2.381679,14.656489,-0.599243,-0.016357,0.798706,0,0,0
132,4.122137,2.274809,14.824427,-0.598511,-0.013428,0.802856,0,0,0
